workspaceId,projectId,assigneeId,name,status,description,dueDate,position,serialNumber,partNumber,partNumberType,hardwareRevision,softwareRelease,site,locationLat,locationLng,locationAddress,installationDate,warrantyEndDate,eolDate,lastServiceDate,condition,criticality,compatibilityRisk,source
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 21,RESERVED,"Signal Controller 21 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-22,22000,SN-SignalController-000021,A2V0002384021,A2V,HW-6.1,SW-4.9.21,SBB,47.376900,8.541700,Zurich SBB Main Network,2013-02-03,2019-02-02,2028-01-31,2014-02-24,POOR,LOW,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 22,RETIRED,"Track Circuit Unit 22 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-23,23000,SN-TrackCircuitUnit-000022,A6Z0002332022,A6Z,HW-7.2,SW-5.10.22,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2013-02-22,2019-02-21,2028-02-19,2014-03-16,GOOD,MEDIUM,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 23,INSTALLED,"PROSIM-LMU 23 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-24,24000,SN-PROSIM-LMU-000023,A5N0003307023,AN,HW-8.3,SW-6.11.23,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2013-03-13,2019-03-12,2028-03-09,2014-04-05,GOOD,HIGH,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 24,INSTALLED,"ETCS Interface 24 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-25,25000,SN-ETCSInterface-000024,ABCD1224-524,WLN,HW-1.4,SW-7.0.24,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2013-04-01,2019-03-31,2028-03-28,2014-04-25,GOOD,CRITICAL,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 25,INSTALLED,"SIMI W 25 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-26,26000,SN-SIMIW-000025,6XX6225-0AB35,STAMMHAUS,HW-2.5,SW-8.1.25,OBB,48.208200,16.373800,"Vienna Central, OBB",2013-04-20,2019-04-19,2028-04-16,2014-05-15,FAIR,LOW,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 26,INSTALLED,"SIMIS C 26 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-27,27000,SN-SIMISC-000026,A2V0002384026,A2V,HW-3.6,SW-9.2.26,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2013-05-09,2019-05-08,2028-05-05,2014-06-04,GOOD,MEDIUM,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 27,INSTALLED,"SICAS S7 27 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-28,28000,SN-SICASS7-000027,A6Z0002332027,A6Z,HW-4.7,SW-1.3.27,SBB,47.376900,8.541700,Zurich SBB Main Network,2013-05-28,2019-05-27,2028-05-24,2014-06-24,FAIR,HIGH,HIGH,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 28,INSTALLED,"ESTW L90 28 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-29,29000,SN-ESTWL90-000028,A5N0003307028,AN,HW-5.8,SW-2.4.28,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2013-06-16,2019-06-15,2028-06-12,2014-07-14,POOR,CRITICAL,LOW,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 29,IN_STOCK,"RBC Unit 29 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-04-30,30000,SN-RBCUnit-000029,ABCD1229-529,WLN,HW-6.9,SW-3.5.29,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2013-07-05,2019-07-04,2028-07-01,2014-08-03,GOOD,LOW,MEDIUM,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 30,IN_STOCK,"Axle Counter ACM 30 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-01,31000,SN-AxleCounterACM-000030,6XX6230-0AB40,STAMMHAUS,HW-7.0,SW-4.6.0,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2013-07-24,2019-07-23,2028-07-20,2014-08-23,GOOD,MEDIUM,HIGH,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 31,IN_REPAIR,"Interlocking CPU 31 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-02,32000,SN-InterlockingCPU-000031,A2V0002384031,A2V,HW-8.1,SW-5.7.1,OBB,48.208200,16.373800,"Vienna Central, OBB",2013-08-12,2019-08-11,2028-08-08,2014-09-12,GOOD,HIGH,LOW,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 32,RESERVED,"Balise Reader 32 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-03,33000,SN-BaliseReader-000032,A6Z0002332032,A6Z,HW-1.2,SW-6.8.2,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2013-08-31,2019-08-30,2028-08-27,2014-10-02,FAIR,CRITICAL,MEDIUM,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 33,RETIRED,"Signal Controller 33 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-04,34000,SN-SignalController-000033,A5N0003307033,AN,HW-2.3,SW-7.9.3,SBB,47.376900,8.541700,Zurich SBB Main Network,2013-09-19,2019-09-18,2028-09-15,2014-10-22,GOOD,LOW,HIGH,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 34,INSTALLED,"Track Circuit Unit 34 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-05,35000,SN-TrackCircuitUnit-000034,ABCD1234-534,WLN,HW-3.4,SW-8.10.4,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2013-10-08,2019-10-07,2028-10-04,2014-11-11,FAIR,MEDIUM,LOW,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 35,INSTALLED,"PROSIM-LMU 35 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-06,36000,SN-PROSIM-LMU-000035,6XX6235-0AB45,STAMMHAUS,HW-4.5,SW-9.11.5,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2013-10-27,2019-10-26,2028-10-23,2014-12-01,POOR,HIGH,MEDIUM,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 36,INSTALLED,"ETCS Interface 36 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-07,37000,SN-ETCSInterface-000036,A2V0002384036,A2V,HW-5.6,SW-1.0.6,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2013-11-15,2019-11-14,2028-11-11,2014-12-21,GOOD,CRITICAL,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 37,INSTALLED,"SIMI W 37 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-08,38000,SN-SIMIW-000037,A6Z0002332037,A6Z,HW-6.7,SW-2.1.7,OBB,48.208200,16.373800,"Vienna Central, OBB",2013-12-04,2019-12-03,2028-11-30,2015-01-10,GOOD,LOW,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 38,INSTALLED,"SIMIS C 38 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-09,39000,SN-SIMISC-000038,A5N0003307038,AN,HW-7.8,SW-3.2.8,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2013-12-23,2019-12-22,2028-12-19,2015-01-30,GOOD,MEDIUM,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 39,INSTALLED,"SICAS S7 39 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-10,40000,SN-SICASS7-000039,ABCD1239-539,WLN,HW-8.9,SW-4.3.9,SBB,47.376900,8.541700,Zurich SBB Main Network,2014-01-11,2020-01-10,2029-01-07,2015-02-19,FAIR,HIGH,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 40,IN_STOCK,"ESTW L90 40 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-11,41000,SN-ESTWL90-000040,6XX6240-0AB50,STAMMHAUS,HW-1.0,SW-5.4.10,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2014-01-30,2020-01-29,2029-01-26,2015-03-11,GOOD,CRITICAL,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 01,IN_STOCK,"RBC Unit 01 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-12,42000,SN-RBCUnit-000041,A2V0002384041,A2V,HW-2.1,SW-6.5.11,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2014-02-18,2020-02-17,2029-02-14,2015-03-31,FAIR,LOW,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 02,IN_REPAIR,"Axle Counter ACM 02 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-13,43000,SN-AxleCounterACM-000042,A6Z0002332042,A6Z,HW-3.2,SW-7.6.12,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2014-03-09,2020-03-07,2029-03-05,2015-04-20,POOR,MEDIUM,HIGH,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 03,RESERVED,"Interlocking CPU 03 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-14,44000,SN-InterlockingCPU-000043,A5N0003307043,AN,HW-4.3,SW-8.7.13,OBB,48.208200,16.373800,"Vienna Central, OBB",2014-03-28,2020-03-26,2029-03-24,2015-05-10,GOOD,HIGH,LOW,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 04,RETIRED,"Balise Reader 04 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-15,45000,SN-BaliseReader-000044,ABCD1244-544,WLN,HW-5.4,SW-9.8.14,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2014-04-16,2020-04-14,2029-04-12,2015-05-30,GOOD,CRITICAL,MEDIUM,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 05,INSTALLED,"Signal Controller 05 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-16,46000,SN-SignalController-000045,6XX6245-0AB55,STAMMHAUS,HW-6.5,SW-1.9.15,SBB,47.376900,8.541700,Zurich SBB Main Network,2014-05-05,2020-05-03,2029-05-01,2015-06-19,GOOD,LOW,HIGH,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 06,INSTALLED,"Track Circuit Unit 06 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-17,47000,SN-TrackCircuitUnit-000046,A2V0002384046,A2V,HW-7.6,SW-2.10.16,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2014-05-24,2020-05-22,2029-05-20,2015-07-09,FAIR,MEDIUM,LOW,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,PROSIM-LMU 07,INSTALLED,"PROSIM-LMU 07 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-18,48000,SN-PROSIM-LMU-000047,A6Z0002332047,A6Z,HW-8.7,SW-3.11.17,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2014-06-12,2020-06-10,2029-06-08,2015-07-29,GOOD,HIGH,MEDIUM,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ETCS Interface 08,INSTALLED,"ETCS Interface 08 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-19,49000,SN-ETCSInterface-000048,A5N0003307048,AN,HW-1.8,SW-4.0.18,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2014-07-01,2020-06-29,2029-06-27,2015-08-18,FAIR,CRITICAL,HIGH,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMI W 09,INSTALLED,"SIMI W 09 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-20,50000,SN-SIMIW-000049,ABCD1249-549,WLN,HW-2.9,SW-5.1.19,OBB,48.208200,16.373800,"Vienna Central, OBB",2014-07-20,2020-07-18,2029-07-16,2015-09-07,POOR,LOW,LOW,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SIMIS C 10,INSTALLED,"SIMIS C 10 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-21,51000,SN-SIMISC-000050,6XX6200-0AB60,STAMMHAUS,HW-3.0,SW-6.2.20,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2014-08-08,2020-08-06,2029-08-04,2015-09-27,GOOD,MEDIUM,MEDIUM,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,SICAS S7 11,IN_STOCK,"SICAS S7 11 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-22,52000,SN-SICASS7-000051,A2V0002384051,A2V,HW-4.1,SW-7.3.21,SBB,47.376900,8.541700,Zurich SBB Main Network,2014-08-27,2020-08-25,2029-08-23,2015-10-17,GOOD,HIGH,HIGH,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,ESTW L90 12,IN_STOCK,"ESTW L90 12 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-23,53000,SN-ESTWL90-000052,A6Z0002332052,A6Z,HW-5.2,SW-8.4.22,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2014-09-15,2020-09-13,2029-09-11,2015-11-06,GOOD,CRITICAL,LOW,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,RBC Unit 13,IN_REPAIR,"RBC Unit 13 in SBB Basel. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-24,54000,SN-RBCUnit-000053,A5N0003307053,AN,HW-6.3,SW-9.5.23,SBB Basel,47.559600,7.588600,Basel SBB Maintenance Hub,2014-10-04,2020-10-02,2029-09-30,2015-11-26,FAIR,LOW,MEDIUM,REPAIR_INTAKE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Axle Counter ACM 14,RESERVED,"Axle Counter ACM 14 in SBB Lausanne. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-25,55000,SN-AxleCounterACM-000054,ABCD1254-554,WLN,HW-7.4,SW-1.6.24,SBB Lausanne,46.519700,6.632300,Lausanne SBB Service Yard,2014-10-23,2020-10-21,2029-10-19,2015-12-16,GOOD,MEDIUM,HIGH,WAREHOUSE
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Interlocking CPU 15,RETIRED,"Interlocking CPU 15 in OBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-26,56000,SN-InterlockingCPU-000055,6XX6205-0AB65,STAMMHAUS,HW-8.5,SW-2.7.25,OBB,48.208200,16.373800,"Vienna Central, OBB",2014-11-11,2020-11-09,2029-11-07,2016-01-05,FAIR,HIGH,LOW,OCR_SCAN
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Balise Reader 16,INSTALLED,"Balise Reader 16 in Bern SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-27,57000,SN-BaliseReader-000056,A2V0002384056,A2V,HW-1.6,SW-3.8.26,Bern SBB,46.948000,7.439000,Bern SBB Operations Center,2014-11-30,2020-11-28,2029-11-26,2016-01-25,POOR,CRITICAL,MEDIUM,MANUAL
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Signal Controller 17,INSTALLED,"Signal Controller 17 in SBB. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-28,58000,SN-SignalController-000057,A6Z0002332057,A6Z,HW-2.7,SW-4.9.27,SBB,47.376900,8.541700,Zurich SBB Main Network,2014-12-19,2020-12-17,2029-12-15,2016-02-14,GOOD,LOW,HIGH,CSV_IMPORT
69a7071f0022224130e9,69a7071f0022224130e9,69a7071f002c745ddabd,Track Circuit Unit 18,INSTALLED,"Track Circuit Unit 18 in SBB Luzern. Monitor lifecycle age, compatibility, and maintenance readiness.",2026-05-29,59000,SN-TrackCircuitUnit-000058,A5N0003307058,AN,HW-3.8,SW-5.10.28,SBB Luzern,47.050200,8.309300,Luzern SBB Depot,2015-01-07,2021-01-05,2030-01-03,2016-03-05,GOOD,MEDIUM,LOW,REPAIR_INTAKE
